,INDP,count_target,count_deidentified
19,1080,1,4.0
20,1190,2,27.0
3,1370,3,3.0
32,1490,1,4.0
25,1570,1,4.0
13,1691,2,8.0
30,1770,2,18.0
15,1870,2,4.0
17,1990,3,4.0
31,2170,1,4.0
7,2190,15,27.0
8,2270,2,0.0
2,2290,6,8.0
5,2570,2,20.0
10,2670,1,7.0
33,2790,1,0.0
24,2870,2,0.0
16,2880,6,0.0
18,2970,1,0.0
4,2980,3,8.0
22,3291,3,4.0
11,3365,1,3.0
29,3370,2,23.0
6,3380,13,0.0
12,3390,14,22.0
27,3490,2,12.0
28,3570,1,0.0
0,3580,14,7.0
23,3590,1,7.0
26,3875,2,0.0
14,3895,2,0.0
9,3960,11,0.0
34,3970,1,4.0
1,3980,5,7.0
21,3990,5,8.0
