SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2.0,1,6.0,1.0,9,0.0,06-08507,55,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,75,0,2,501.0
2.0,1,1.0,1.0,2,0.0,06-08507,76,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,40,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,40,2,4,501.0
2.0,1,6.0,1.0,2,0.0,06-08507,53,0,2,23.0
1.0,1,1.0,1.0,9,0.0,06-08507,41,2,4,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,66,0,2,501.0
2.0,1,1.0,1.0,2,0.0,06-08507,68,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,60,0,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,59,0,2,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,60,0,2,501.0
2.0,6,6.0,2.0,8,0.0,06-07502,31,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,74,0,2,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,61,0,2,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,56,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,39,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,38,2,4,501.0
2.0,6,6.0,2.0,8,0.0,06-07502,46,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,46,1,3,501.0
2.0,1,1.0,1.0,7,0.0,06-08507,68,0,2,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,72,0,2,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,44,2,4,501.0
2.0,1,6.0,2.0,0,0.0,06-08507,44,2,4,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,42,2,4,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,42,2,4,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,28,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,31,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,64,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-08507,33,2,4,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,37,0,N,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,24,0,N,501.0
2.0,6,1.0,2.0,7,0.0,06-07502,24,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,78,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-08507,36,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,60,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,56,1,3,501.0
1.0,6,6.0,1.0,0,0.0,06-08507,15,1,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,31,2,4,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,64,0,2,501.0
2.0,1,1.0,1.0,0,0.0,06-08507,64,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,45,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,45,1,3,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,27,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,26,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,82,0,2,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,76,0,2,501.0
2.0,1,1.0,1.0,0,0.0,06-08507,68,0,2,6.0
1.0,1,1.0,1.0,9,0.0,06-08507,45,2,4,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,53,0,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,47,1,3,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,35,0,N,501.0
2.0,6,1.0,2.0,6,0.0,06-07502,25,0,N,394.0
1.0,1,6.0,1.0,9,0.0,06-08507,48,1,3,501.0
1.0,6,6.0,1.0,0,0.0,06-08507,15,1,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,52,2,4,501.0
1.0,1,6.0,2.0,2,0.0,06-07502,80,0,2,124.0
2.0,1,6.0,1.0,9,0.0,06-08507,45,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,59,0,2,501.0
2.0,6,1.0,2.0,7,0.0,06-07502,28,0,N,454.0
1.0,6,1.0,2.0,7,0.0,06-07502,43,0,N,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,29,0,2,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,48,0,N,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,26,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,27,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,25,0,N,501.0
2.0,3,6.0,2.0,2,0.0,06-07502,81,0,N,88.0
1.0,1,1.0,2.0,9,0.0,06-07502,43,0,2,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,40,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,54,2,4,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,32,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,49,0,3,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,28,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,40,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,42,1,3,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,37,0,N,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,75,0,2,501.0
1.0,1,1.0,1.0,6,0.0,06-08507,74,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,56,0,2,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,49,0,N,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,30,0,2,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,42,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,72,0,2,501.0
2.0,1,1.0,2.0,7,0.0,06-07502,30,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,31,0,2,501.0
2.0,6,1.0,2.0,7,0.0,06-07502,79,0,N,489.0
1.0,6,6.0,2.0,9,0.0,06-07502,31,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,27,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,27,0,N,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,32,0,N,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,29,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,28,0,N,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,43,2,4,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,31,0,N,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,65,0,2,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,63,0,2,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,30,2,4,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,34,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,50,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,41,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,36,2,4,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,44,1,3,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,31,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,47,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,41,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,35,1,3,501.0
2.0,6,1.0,2.0,7,0.0,06-07502,49,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,60,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,50,1,3,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,87,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,50,2,4,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,47,2,4,501.0
2.0,1,6.0,2.0,2,0.0,06-07502,52,0,2,219.0
1.0,1,1.0,1.0,9,0.0,06-08507,87,0,2,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,76,0,2,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,42,1,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,44,2,4,501.0
2.0,1,1.0,1.0,0,0.0,06-08507,68,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,69,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,44,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,41,2,4,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,34,0,N,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,33,0,2,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,29,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,38,0,2,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,40,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,62,0,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,50,1,3,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,36,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,55,1,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,45,2,4,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,36,0,N,501.0
2.0,1,1.0,1.0,5,0.0,06-08507,53,0,2,352.0
2.0,1,1.0,1.0,8,0.0,06-08507,65,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,56,0,3,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,57,0,2,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,47,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,48,2,4,501.0
2.0,6,1.0,2.0,6,0.0,06-07502,23,0,N,377.0
1.0,6,1.0,2.0,9,0.0,06-07502,23,0,N,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,45,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,52,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,46,2,4,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,77,0,2,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,53,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,53,0,N,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,29,0,N,501.0
1.0,1,1.0,1.0,7,0.0,06-08507,79,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,50,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,46,1,3,501.0
1.0,6,6.0,2.0,9,0.0,06-07502,28,0,N,501.0
1.0,6,6.0,2.0,9,0.0,06-07502,27,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,49,2,4,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,73,0,N,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,26,0,N,501.0
2.0,6,1.0,2.0,7,0.0,06-07502,26,0,N,419.0
1.0,1,1.0,1.0,9,0.0,06-08507,64,0,2,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,64,0,2,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,43,1,3,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,28,0,N,501.0
1.0,6,6.0,2.0,9,0.0,06-07502,31,0,N,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,29,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,90,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,43,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,43,2,4,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,47,1,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,43,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,40,1,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,77,0,2,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,30,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,51,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,51,2,4,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,26,0,N,480.0
2.0,6,1.0,2.0,9,0.0,06-07502,38,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,52,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,52,1,3,501.0
1.0,6,6.0,1.0,0,0.0,06-08507,17,1,3,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,36,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,45,2,4,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,30,0,2,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,69,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,37,0,N,501.0
1.0,6,6.0,2.0,9,0.0,06-07502,28,0,N,501.0
2.0,6,6.0,2.0,8,0.0,06-07502,27,0,N,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,31,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,73,0,N,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,68,0,N,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,40,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,29,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,28,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,29,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,58,0,3,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,33,0,2,501.0
2.0,1,1.0,2.0,8,0.0,06-07502,30,0,2,501.0
2.0,1,1.0,2.0,7,0.0,06-07502,69,0,2,501.0
1.0,1,1.0,1.0,7,0.0,06-08507,82,0,2,501.0
2.0,1,1.0,1.0,7,0.0,06-08507,76,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,59,0,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,37,1,3,501.0
2.0,6,6.0,2.0,9,0.0,06-07502,38,0,N,501.0
2.0,1,1.0,2.0,8,0.0,06-07502,28,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,28,0,2,501.0
2.0,6,6.0,2.0,8,0.0,06-07502,31,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,32,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,39,0,N,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,58,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-08507,54,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,60,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,30,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,78,0,2,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,45,2,4,501.0
2.0,1,6.0,2.0,0,0.0,06-08507,38,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,64,0,2,0.0
1.0,1,6.0,2.0,2,0.0,06-07502,65,0,2,68.0
1.0,1,1.0,1.0,8,0.0,06-08507,53,0,2,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,50,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,65,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,41,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,38,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,50,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,47,1,3,501.0
1.0,6,6.0,1.0,0,0.0,06-08507,15,1,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,54,0,3,501.0
1.0,6,6.0,2.0,0,0.0,06-07502,62,0,N,0.0
1.0,6,1.0,2.0,4,0.0,06-07502,68,0,N,176.0
2.0,6,1.0,2.0,8,0.0,06-07502,60,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,53,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,49,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,46,2,4,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,60,0,2,501.0
2.0,1,1.0,1.0,0,0.0,06-08507,62,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,33,0,2,501.0
1.0,6,6.0,2.0,9,0.0,06-07502,29,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,25,0,N,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,79,0,2,501.0
2.0,1,1.0,1.0,6,0.0,06-08507,75,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,42,2,4,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,66,0,2,501.0
1.0,1,1.0,1.0,6,0.0,06-08507,72,0,2,501.0
2.0,1,1.0,1.0,6,0.0,06-08507,72,0,2,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,28,0,N,488.0
1.0,1,6.0,1.0,9,0.0,06-08507,44,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,39,2,4,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,75,0,2,501.0
2.0,1,1.0,1.0,5,0.0,06-08507,74,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,49,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,48,1,3,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,70,0,2,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,29,0,N,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,62,0,2,501.0
2.0,6,6.0,2.0,9,0.0,06-07502,27,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,30,0,N,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,36,1,3,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,43,1,3,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,42,1,3,501.0
1.0,1,6.0,2.0,2,0.0,06-07502,87,0,2,125.0
2.0,1,6.0,2.0,2,0.0,06-07502,85,0,2,125.0
1.0,6,6.0,2.0,9,0.0,06-07502,29,0,N,501.0
2.0,1,1.0,1.0,8,0.0,06-08507,61,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,62,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,29,0,N,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,43,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,53,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,73,0,2,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,67,0,2,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,27,0,N,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,45,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,46,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,44,2,4,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,63,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,66,0,2,501.0
2.0,1,1.0,1.0,6,0.0,06-08507,64,0,2,501.0
1.0,6,6.0,2.0,0,0.0,06-07502,55,0,N,0.0
1.0,1,6.0,1.0,9,0.0,06-08507,44,1,3,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,39,1,3,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,35,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,43,0,N,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,49,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,32,0,2,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,32,0,2,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,29,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,30,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,49,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,63,0,2,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,61,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,32,0,N,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,29,0,N,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,67,0,2,501.0
2.0,1,1.0,1.0,2,0.0,06-08507,67,0,2,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,60,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,65,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,85,0,2,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,79,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,34,0,N,501.0
2.0,3,6.0,2.0,2,0.0,06-07502,85,0,N,63.0
1.0,6,1.0,2.0,9,0.0,06-07502,25,0,N,501.0
1.0,6,1.0,2.0,4,0.0,06-07502,22,0,N,189.0
1.0,1,6.0,1.0,9,0.0,06-08507,55,1,3,501.0
1.0,6,6.0,1.0,0,0.0,06-08507,15,1,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,69,0,2,501.0
2.0,1,1.0,1.0,0,0.0,06-08507,68,0,2,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,61,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,57,0,2,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,36,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,42,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,43,2,4,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,56,0,N,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,35,0,2,501.0
1.0,1,1.0,1.0,7,0.0,06-08507,70,0,2,439.0
2.0,1,1.0,1.0,2,0.0,06-08507,72,0,2,439.0
1.0,1,6.0,1.0,9,0.0,06-08507,42,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,42,2,4,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,58,0,3,501.0
1.0,1,1.0,1.0,8,0.0,06-08507,80,0,2,501.0
2.0,1,1.0,1.0,7,0.0,06-08507,82,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,45,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,45,2,4,501.0
2.0,6,1.0,2.0,7,0.0,06-07502,56,0,N,501.0
2.0,1,1.0,2.0,8,0.0,06-07502,31,0,2,501.0
1.0,1,6.0,2.0,2,0.0,06-07502,79,0,2,178.0
2.0,1,1.0,2.0,9,0.0,06-07502,31,0,2,501.0
2.0,1,6.0,2.0,0,0.0,06-08507,37,2,4,430.0
2.0,6,1.0,2.0,8,0.0,06-07502,28,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,28,0,N,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,63,0,2,19.0
2.0,1,6.0,1.0,0,0.0,06-08507,27,0,2,282.0
